idspec,idproducto,valor
292,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Torre media ATX
221,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Blanco
99,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,SPCC / Vidrio templado
60,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,No
165,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,ATX / Micro ATX / Mini ITX
206,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Sí
75,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Parte inferior / Lateral / Superior
59,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Ocho
19,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Cinco
209,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Siete
3,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Tipo-C*1/USB3.0*2/Micrófono/Audio*1/Botón LED
295,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Lateral: 120 mm * 2 / 140 mm * 2 Superior: 120 mm * 3 / 140 mm * 2 Trasero: 120 mm * 1 Parte inferior: 120 mm * 3 / 140 mm * 2 Ventiladores preinstalados:Lateral: 140 mm * 2 (ventiladores ARGB PWM invertidos)Superior: 120 mm * 3 (ventiladores ARGB PWM invertidos)Trasero: 120 mm * 1 (ventiladores ARGB PWM)
203,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Lateral: 120/140/240/280 mmSuperior: 120/140/240/280/360 mmTrasero: 120 mm
347,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,420 milímetros
106,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,175 milímetros
253,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,Fuente de alimentación ATX de 180 mm
123,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,475 * 300 * 442 mm
120,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,"11,85 kg"
291,9e22a9ff-9115-4a6e-a298-bfb3776bce4c,20 de noviembre de 2023
270,f5e6c34e-522b-4ae9-b93f-8d146559d948,TUSDX128GCL10U03
292,f5e6c34e-522b-4ae9-b93f-8d146559d948,microSDXC
190,f5e6c34e-522b-4ae9-b93f-8d146559d948,128 GB
373,f5e6c34e-522b-4ae9-b93f-8d146559d948,UHS-I / U1 / Clase 10
192,f5e6c34e-522b-4ae9-b93f-8d146559d948,Hasta 100 MB/s
92,f5e6c34e-522b-4ae9-b93f-8d146559d948,Hasta 20 MB/s
185,f5e6c34e-522b-4ae9-b93f-8d146559d948,"Soporte para la interfaz de bus de ultra alta velocidad UHS-I. Suficiente para satisfacer los requisitos de acceso de alta velocidad de teléfonos inteligentes, tabletas y grabadores de vehículos."
291,f5e6c34e-522b-4ae9-b93f-8d146559d948,31 de julio de 2023
98,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Pop Air RGB
270,b3c84743-b6cc-45bc-bbda-a704aeb06a22,FD-C-POR1A-06
292,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Torre media ATX
221,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Negro
99,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Acero / Vidrio templado
60,b3c84743-b6cc-45bc-bbda-a704aeb06a22,No
96,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Fondo
165,b3c84743-b6cc-45bc-bbda-a704aeb06a22,ATX / Micro ATX / Mini ITX
206,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Sí
378,b3c84743-b6cc-45bc-bbda-a704aeb06a22,RGB
86,b3c84743-b6cc-45bc-bbda-a704aeb06a22,No
59,b3c84743-b6cc-45bc-bbda-a704aeb06a22,3 (2 incluidos)
19,b3c84743-b6cc-45bc-bbda-a704aeb06a22,4 (2 incluidos)
209,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Siete
3,b3c84743-b6cc-45bc-bbda-a704aeb06a22,2 x USB 3.0 / Audio
295,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Frontal: 2 x 120 mm (2 x Aspect 12 RGB incluidos) / 2 x ventilador de 140 mm Superior: 2 x 120 mm / 2 x 140 mm ventilador Trasero: 1 x ventilador de 120 mm (1 x Aspect 12 RGB incluido)
203,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Delantero: 280 mmSuperior: 240 mm (altura máxima de RAM de 46 mm)Trasero: 120 mm
347,b3c84743-b6cc-45bc-bbda-a704aeb06a22,405 mm con ventilador delantero montado
106,b3c84743-b6cc-45bc-bbda-a704aeb06a22,170 milímetros
253,b3c84743-b6cc-45bc-bbda-a704aeb06a22,170 milímetros
123,b3c84743-b6cc-45bc-bbda-a704aeb06a22,"17.87"" x 8.46"" x 18.64"""
120,b3c84743-b6cc-45bc-bbda-a704aeb06a22,15.87 libras.
185,b3c84743-b6cc-45bc-bbda-a704aeb06a22,"Accommodates ATX / mATX / Mini ITX MotherboardsEasily mounted tempered glass side panel lets you showcase your componentsComes with three 120 mm Aspect 12 RGB fans (and supports two more for a total of five)Holds radiators up to 280 mm in the front, 240 mm in the top and 120 mm in the rearThe easy-to-clean front mesh acts as a dust filter while allowing high airflowFront I/O comes with two 3.0 USB 5 Gb/s ports, Mic and headphone jacksNewly developed RGB controller and RGB power LEDsOptional USB-C upgrade kit (available separately) adds a full speed USB Type-C front portComes with two ultra-versatile storage trays, each supporting a 3.5"" and a 2.5"" drive simultaneouslyEasy cable management with multiple tie-down points, pre-mounted velcro straps and convenient extra-large pass-through holesUnique, hexagonally patterned mesh front creates a striking visual effectRadiator support: Front - 240/280 mm (145 mm max width), Rear - 120 mm, Top - 240 mm (121 mm max width, 46 mm max MB component height)"
281,b3c84743-b6cc-45bc-bbda-a704aeb06a22,Estuche Pop AirBolsa de accesoriosManual de usuarioSoportes de radiador
291,b3c84743-b6cc-45bc-bbda-a704aeb06a22,29 de junio de 2022
98,f30a2095-6724-41db-8270-b193e5b95c04,OC de doble borde
270,f30a2095-6724-41db-8270-b193e5b95c04,ZT-A30600P-10M
168,f30a2095-6724-41db-8270-b193e5b95c04,PCI Express 4.0
38,f30a2095-6724-41db-8270-b193e5b95c04,NVIDIA
90,f30a2095-6724-41db-8270-b193e5b95c04,NVIDIA GeForce RTX serie 30
382,f30a2095-6724-41db-8270-b193e5b95c04,GeForce RTX 3060
153,f30a2095-6724-41db-8270-b193e5b95c04,1777 MHz
243,f30a2095-6724-41db-8270-b193e5b95c04,3584 núcleos
235,f30a2095-6724-41db-8270-b193e5b95c04,15 Gbps
355,f30a2095-6724-41db-8270-b193e5b95c04,12 GB
218,f30a2095-6724-41db-8270-b193e5b95c04,192 bits
154,f30a2095-6724-41db-8270-b193e5b95c04,GDDR6
350,f30a2095-6724-41db-8270-b193e5b95c04,DirectX 12 Ultimate
56,f30a2095-6724-41db-8270-b193e5b95c04,OpenGL 4.6
146,f30a2095-6724-41db-8270-b193e5b95c04,Cuatro
174,f30a2095-6724-41db-8270-b193e5b95c04,1 x HDMI 2.1
5,f30a2095-6724-41db-8270-b193e5b95c04,3 x DisplayPort 1.4
30,f30a2095-6724-41db-8270-b193e5b95c04,7680 x 4320
125,f30a2095-6724-41db-8270-b193e5b95c04,No
41,f30a2095-6724-41db-8270-b193e5b95c04,Sí
78,f30a2095-6724-41db-8270-b193e5b95c04,Ventiladores dobles
370,f30a2095-6724-41db-8270-b193e5b95c04,Windows 10 de 64 bits (compilación 2004 o posterior) 👉Verifique la PC para juegos con Windows 11 Pro
94,f30a2095-6724-41db-8270-b193e5b95c04,170W
45,f30a2095-6724-41db-8270-b193e5b95c04,600W
35,f30a2095-6724-41db-8270-b193e5b95c04,8 pines
305,f30a2095-6724-41db-8270-b193e5b95c04,2.3
347,f30a2095-6724-41db-8270-b193e5b95c04,224 milímetros
236,f30a2095-6724-41db-8270-b193e5b95c04,2 ranuras
291,f30a2095-6724-41db-8270-b193e5b95c04,27 de diciembre de 2023
98,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Venganza
270,0e561ca5-d41e-45d1-8b92-59b6da23d23f,CMK64GX5M2B6400C32
278,0e561ca5-d41e-45d1-8b92-59b6da23d23f,CMK64GX5M2B6400C32
190,0e561ca5-d41e-45d1-8b92-59b6da23d23f,64 GB (2 x 32 GB)
292,0e561ca5-d41e-45d1-8b92-59b6da23d23f,RAM de PC de 288 pines
366,0e561ca5-d41e-45d1-8b92-59b6da23d23f,DDR5 6400 (PC5 51200)
182,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Treinta y dos
380,0e561ca5-d41e-45d1-8b92-59b6da23d23f,32-40-40-84
372,0e561ca5-d41e-45d1-8b92-59b6da23d23f,1.40V
53,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Kit de doble canal
312,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Intel XMP 3.0
221,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Negro
91,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Sí
185,0e561ca5-d41e-45d1-8b92-59b6da23d23f,"Welcome to the Cutting-Edge of Performance: Push the limits of your system like never before with DDR5 memory, unlocking even faster frequencies, greater capacities, and better performance than previous generations.Do it All, and Do it Faster: As modern CPUs feature more and more cores, the unprecedented speed of DDR5 ensures your high-end CPU gets data quickly, enabling faster processing, rendering, and buffering than ever before.Onboard Voltage Regulation: Makes for easier, more finely-tuned, and more stable overclocking through CORSAIR iCUE software than previous generation motherboard control.Custom Intel® XMP 3.0 Profiles: Customize and save your own XMP profiles via iCUE to tailor performance by app or task for greater efficiency.Powerful CORSAIR iCUE Software: Enables real-time frequency readings, onboard voltage regulation, and custom XMP profiles.Compact Form-Factor: Low clearance ensures wide compatibility with nearly any DDR5 build.Hand-Sorted, Tightly-Screened Memory Chips: Ensure consistent high-frequency performance with aggressive timing options.Solid Aluminum Heatspreader: Conducts heat away from your memory quickly, with refined VENGEANCE styling to fit the look of modern systems.High-Performance PCB: Guarantees signal quality and stability, for superior overclocking ability."
161,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Memoria de alto rendimiento o para juegos / Intel serie 500 / Intel serie 600 / Intel B660 / Intel compatible / Intel Z590 / Intel Z690
358,0e561ca5-d41e-45d1-8b92-59b6da23d23f,Ninguno
291,0e561ca5-d41e-45d1-8b92-59b6da23d23f,10 de febrero de 2023
98,f907761a-f014-4272-a53c-d09435c167c4,Serie XC
270,f907761a-f014-4272-a53c-d09435c167c4,520-5G-0850-K1
292,f907761a-f014-4272-a53c-d09435c167c4,ATX12V / EPS12V
264,f907761a-f014-4272-a53c-d09435c167c4,850 W
164,f907761a-f014-4272-a53c-d09435c167c4,1 ventilador de rodamiento fluido dinámico de 135 mm
313,f907761a-f014-4272-a53c-d09435c167c4,Activo
379,f907761a-f014-4272-a53c-d09435c167c4,24 PINES
244,f907761a-f014-4272-a53c-d09435c167c4,Solo
301,f907761a-f014-4272-a53c-d09435c167c4,4 x 6 + 2 pines
29,f907761a-f014-4272-a53c-d09435c167c4,Nueve
290,f907761a-f014-4272-a53c-d09435c167c4,Sí
253,f907761a-f014-4272-a53c-d09435c167c4,150 milímetros
216,f907761a-f014-4272-a53c-d09435c167c4,Modular completo
156,f907761a-f014-4272-a53c-d09435c167c4,90% (115 VCA) / 92 % (220 VCA ~ 240 VCA) o superior (bajo cargo típico)
362,f907761a-f014-4272-a53c-d09435c167c4,Certificación 80 PLUS GOLD
248,f907761a-f014-4272-a53c-d09435c167c4,Sí
375,f907761a-f014-4272-a53c-d09435c167c4,100 - 240 V
311,f907761a-f014-4272-a53c-d09435c167c4,50/60 Hz
50,f907761a-f014-4272-a53c-d09435c167c4,10-5A
365,f907761a-f014-4272-a53c-d09435c167c4,"+3.3V@24A, +5V@24A, +12V@70.8A, -12V@0.3A, +5Vsb@3A"
327,f907761a-f014-4272-a53c-d09435c167c4,>100.000 horas
307,f907761a-f014-4272-a53c-d09435c167c4,"TUV, CB, CE, FCC, RCM, cTUVus, BSMI, WEEE, UKCA, RoHSComplencia con el requisito de ErP Lote 3 2014"
308,f907761a-f014-4272-a53c-d09435c167c4,1 x ATX2 x 8 pines EPS (4+4)4 x 8 pines PCIe (6+2)1 x 16 pines PCIe 12VHPWR (12+4)9 x SATA4 x periférico de cuatro pines
7,f907761a-f014-4272-a53c-d09435c167c4,"Cable ATX: 1x 600mmCable EPS: 2x 700mmCable PCIe: 2x 700mm, 1x 700mm, 850mmCable 12VHPWR: 1x 700mmCable SATA: 3x 550mm, 670mm, 790mmCable periférico de cuatro pines: 1x 450mm, 570mm, 690mm, 810mmAlimentación AC: 1x 1500mmTipo de cable modular: Completo"
185,f907761a-f014-4272-a53c-d09435c167c4,"Introducing the EVGA SuperNOVA 1000G XC - The first ATX 3.0 compliant and PCIe 5.0-ready power supplyfrom EVGA. Featuring a half-bridge LLC resonant controller, DC-DC converter, APFC, and 100% JapaneseCapacitors, this power supply is extremely stable with low ripple and noise, and 80 Plus Gold-rated for efficiency.The SuperNOVA 1000G XC includes a native 12VHPWR cable capable of delivering up to 600W output, whilesupporting up to 200% Total Power Excursion and 300% GPU Power Excursion for PCIe 5.0 graphics cards. Anultra-quiet PWM-controlled FDB fan runs completely silent at medium-low loads and temperatures thanks toEVGA ECO Mode. With a full-suite of protections and EVGA's 3-Year limited warranty, the EVGA SuperNOVA1000G XC gives you everything you need for a modern gaming system.ATX 3.0 Compliant & PCIe 5.0 Ready; Fully modular with native 12VHPWR PCIe Cable & Connector.80 PLUS Gold certified, with 90% (115VAC) / 92% (220VAC~240VAC) efficiency or higher under typical loads; 200% Total Power Excursion and 300% GPU Power Excursion.Heavy-duty protections, including OVP (Over Voltage Protection), UVP (Under Voltage Protection), OCP (Over Current Protection), OPP (Over PowerProtection), SCP (Short Circuit Protection), and OTP (Over Temperature Protection)."
175,f907761a-f014-4272-a53c-d09435c167c4,"3.4"" x 5.91"" x 5.9"""
120,f907761a-f014-4272-a53c-d09435c167c4,6.8 libras
291,f907761a-f014-4272-a53c-d09435c167c4,15 de junio de 2023
98,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Venganza
270,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,CMK32GX5M2E6000C36
278,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,CMK32GX5M2E6000C36
190,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,32 GB (2 x 16 GB)
292,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,RAM de PC de 288 pines
366,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,DDR5 6000 (PC5 48000)
182,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Treinta y seis
380,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,36-44-44-96
372,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,1.40V
53,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Kit de doble canal
312,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Intel XMP 3.0
221,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Negro
185,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,"Welcome to the Cutting-Edge of Performance: Push the limits of your system like never before with DDR5 memory, unlocking even faster frequencies, greater capacities, and better performance than previous generations.Do it All, and Do it Faster: As modern CPUs feature more and more cores, the unprecedented speed of DDR5 ensures your high-end CPU gets data quickly, enabling faster processing, rendering, and buffering than ever before.Onboard Voltage Regulation: Makes for easier, more finely-tuned, and more stable overclocking through CORSAIR iCUE software than previous generation motherboard control.Custom Intel® XMP 3.0 Profiles: Customize and save your own XMP profiles via iCUE to tailor performance by app or task for greater efficiency.Powerful CORSAIR iCUE Software: Enables real-time frequency readings, onboard voltage regulation, and custom XMP profiles.Compact Form-Factor: Low clearance ensures wide compatibility with nearly any DDR5 build.Hand-Sorted, Tightly-Screened Memory Chips: Ensure consistent high-frequency performance with aggressive timing options.Solid Aluminum Heatspreader: Conducts heat away from your memory quickly, with refined VENGEANCE styling to fit the look of modern systems.High-Performance PCB: Guarantees signal quality and stability, for superior overclocking ability."
161,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Memoria de alto rendimiento o para juegos / Intel serie 600 / Intel B660 / Compatible con Intel / Intel Z690
358,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,Ninguno
291,7ee729b1-88bf-47f3-af93-f2d66eb1a82c,07 de abril de 2023
270,b0c3beb3-1541-451f-957c-35f4b1ee1139,B760I LIGHTNING WIFI
278,b0c3beb3-1541-451f-957c-35f4b1ee1139,B760I LIGHTNING WIFI
261,b0c3beb3-1541-451f-957c-35f4b1ee1139,LGA 1700
64,b0c3beb3-1541-451f-957c-35f4b1ee1139,"Compatible con procesadores Intel Core de 14ª, 13ª y 12ª generación (LGA1700)"
284,b0c3beb3-1541-451f-957c-35f4b1ee1139,Intel B760
237,b0c3beb3-1541-451f-957c-35f4b1ee1139,2 ranuras DIMM DDR5
163,b0c3beb3-1541-451f-957c-35f4b1ee1139,"Tecnología de memoria DDR5 de doble canal- 2 ranuras DIMM DDR5- Admite memoria DDR5 no ECC, sin búfer hasta 8600 + (OC) * 1DPC 1R Hasta 8600 + MHz (OC), 5600 MHz de forma nativa.1DPC 2R hasta 7000 + MHz (OC), 5200 MHz de forma nativa.- Capacidad máxima de la memoria del sistema: 96 GB- Admite Intel® Extreme Memory Profile (XMP) 3.0 * Consulte la lista de soporte de memoria en el sitio web de ASRock para obtener más información. (http://www.asrock.com/)"
25,b0c3beb3-1541-451f-957c-35f4b1ee1139,96 GRAMOS
204,b0c3beb3-1541-451f-957c-35f4b1ee1139,"CPU:- 1 x Ranura PCIe 5.0 x16 (PCIE1), admite modo x16 * Chipset: - 1 x Zócalo M.2 (Clave E), admite módulo WiFi PCIe WiFi tipo 2230 WiFi / BT * Admite SSD NVMe como discos de arranque"
229,b0c3beb3-1541-451f-957c-35f4b1ee1139,"3 conectores SATA3 de 6,0 Gb/s* Compatible con Intel® Volume Management Device (VMD)* Compatible con SSD NVMe como discos de arranque"
255,b0c3beb3-1541-451f-957c-35f4b1ee1139,"1 x Socket Hyper M.2 (M2_1, Key M), admite el modo PCIe Gen4x4 (64 Gb/s) tipo 2280 * Chipset: - 1 x Hyper M.2 Socket (M2_2, Key M), admite el modo PCIe Gen4x4 (64 Gb/s) tipo 2280"
55,b0c3beb3-1541-451f-957c-35f4b1ee1139,"Soporta RAID 0, RAID 1 y RAID 5 para dispositivos de almacenamiento SATA"
76,b0c3beb3-1541-451f-957c-35f4b1ee1139,Audio HD de 7.1 canales (códec de audio Realtek ALC897)- Nahimic Audio
127,b0c3beb3-1541-451f-957c-35f4b1ee1139,"LAN de 2,5 Gigabit 10/100/1000/2500 Mb/s- Dragon RTL8125BG- Soporta el software Phantom Gaming LAN- Control inteligente de ancho de banda de ajuste automático- Interfaz de usuario visual fácil de usar- Estadísticas visuales de uso de la red- Configuración predeterminada optimizada para los modos de juego, navegador y transmisión- Control de prioridad personalizado por el usuario"
97,b0c3beb3-1541-451f-957c-35f4b1ee1139,Módulo Wi-Fi 6E 802.11axe- Compatible con IEEE 802.11a/b/g/n/ac/axe- Compatible con doble banda 2x2 160MHz con soporte extendido de banda de 6GHz* Wi-Fi 6E (banda de 6GHz) será compatible con Microsoft® Windows® 11. La disponibilidad dependerá de los diferentes estados regulatorios de cada país y región. Se activará (para los países compatibles) a través de Windows Update y actualizaciones de software una vez que estén disponibles.* Se requiere un enrutador compatible con 6 GHz para la funcionalidad 6E.- 2 antenas para admitir la tecnología de diversidad 2 (Transmisión) x 2 (Recepción)- Admite Bluetooth 5.3 + Clase de alta velocidad II- Admite MU-MIMO
317,b0c3beb3-1541-451f-957c-35f4b1ee1139,2 puertos de antena- 1 puerto HDMI- 1 puerto DisplayPort 1.4- 1 puerto de salida SPDIF óptico- 1 puerto USB 3.2 Gen2 tipo A (10 Gb/s)- 1 puerto USB 3.2 Gen2 tipo C (10 Gb/s)- 4 puertos USB 3.2 Gen1- 1 puerto LAN RJ-45- 1 conector de salida de línea (conector de audio dorado)- 1 conector de entrada de micrófono (conector de audio dorado)
21,b0c3beb3-1541-451f-957c-35f4b1ee1139,"2 x Cabezales LED direccionables*- 1 x Cabezal de cable de termistor- 1 x Conector de ventilador de CPU/bomba de agua (4 pines) (Control inteligente de velocidad del ventilador)**- 2 x Conectores de ventilador de chasis (4 pines)***- 1 x Conector de alimentación ATX de 24 pines- 1 x Conector de alimentación de 8 pines y 12 V (conector de alimentación de alta densidad)- 1 x Conector de audio del panel frontal- 1 x Cabezal USB 2.0 (admite 2 puertos USB 2.0)- 1 x Cabezal USB 3.2 Gen1 (admite 2 puertos USB 3.2 Gen1)- 1 x Panel frontal Tipo C Cabezal USB 3.2 Gen1* Admite en total hasta 5 V/3 A, tira de LED de 15 W** CPU_FAN1/WP admite una potencia de ventilador de hasta 2 A (24 W).** CPU_FAN1/WP puede detectar automáticamente si el ventilador de 3 o 4 pines está en uso.*** CHA_FAN1 y CHA_FAN2 admite una potencia de ventilador de hasta 1 A (12 W)."
138,b0c3beb3-1541-451f-957c-35f4b1ee1139,"- Factor de forma Mini-ITX: 6,7 pulgadas x 6,7 pulgadas, 17,0 cm x 17,0 cm- PCB de 8 capas - PCB de cobre de 2 oz"
268,b0c3beb3-1541-451f-957c-35f4b1ee1139,Microsoft® Windows® 10 de 64 bits / 11 de 64 bits
185,b0c3beb3-1541-451f-957c-35f4b1ee1139,"Excelente productividad- PCIe Gen5 (gráficos)- DDR5 de doble canalDurabilidad sólida como una roca - PCB de baja pérdida de grado de servidor - Fase de potencia 14 + 1 + 1, SPS para VCore + GT con armadura de disipador de calor ampliada - Escudo de E / S integrado flexible Juegos ultrarrápidos - LAN 2.5G, módulo Wi-Fi 6E 802.11axe Actualización EZ- Instalador automático de controladores ASRock Las imágenes integradas de gráficos® Intel UHD y las salidas VGA solo pueden ser compatibles con procesadores integrados en GPU.- Arquitectura de gráficos Intel® Xe (Gen 12)- 1 x HDMI 2.1 TMDS compatible,  soporta HDCP 2.3 y resolución máx. de hasta 4K 60Hz- 1 x DisplayPort 1.4 con DSC (comprimido), soporta HDCP 2.3 y resolución máx. de hasta 8K 60Hz / 5K 120Hz"
291,b0c3beb3-1541-451f-957c-35f4b1ee1139,06 de mayo de 2024
270,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Z790 GAMING X AX
261,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,LGA 1700
64,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Celeron / Intel Core de 12.ª generación (LGA 1700) / Intel Core de 13.ª generación (LGA 1700) / Pentium Gold
284,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Intel Z790
237,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,4x288 pines (DDR5)
163,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,DDR5 7600 (O.C.) / 7400 (O.C.) / 7200 (O.C.) / 7000 (O.C.) / 6800 (O.C.) / 6600 (O.C.) / 6400 (O.C.) / 6200 (O.C.) / 6000 (O.C.) / 5800 (O.C.) / 5600 (O.C.) / 5400 (O.C.) / 5200 (O.C.) / 4800 / 4000
25,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,192 GRAMOS
228,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Doble canal
371,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Intel XMP 3.0
189,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Compatibilidad con módulos de memoria DIMM 1Rx8/2Rx8 sin búfer ECC (funcionan en modo no ECC)Compatibilidad con módulos de memoria DIMM 1Rx8/2Rx8/1Rx16 sin búfer sin ECCcompatibilidad con módulos de memoria Extreme Memory Profile (XMP)
204,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"CPU:1 ranura PCI Express x16, compatible con PCIe 5.0 y con capacidad para x16 (PCIEX16)* Para obtener un rendimiento óptimo, si solo se va a instalar una tarjeta gráfica PCI Express, asegúrese de instalarla en la ranura PCIEX16."
140,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"Chipset: 1 x ranuras PCI Express x16, compatible con PCIe 4.0 y funcionando a x4 (PCIEX4_1)"
105,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"1 x ranuras PCI Express x16, compatibles con PCIe 3.0 y funcionando a x4 (PCIEX4_2)"
229,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,6 x SATA de 6 Gb/s
255,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"CPU:1 x conector M.2 (Socket 3, llave M, tipo 22110/2280 Compatibilidad con SSD PCIe 4.0 x4/x2) (M2A_CPU)Chipset:2 conectores M.2 (Zócalo 3, llave M, tipo 22110/2280 Compatibilidad con SSD PCIe 4.0 x4/x2) (M2P_SB, M2Q_SB)1 x conector M.2 (Zócalo 3, llave M, soporte SATA tipo 22110/2280 SATA y SSD PCIe 4.0 x4/x2) (M2M_SB)"
55,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,0/1/5/10
76,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,7.1 Canales
127,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"2,5 Gbps"
97,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Intel Wi-Fi 6E AX211
267,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,BLUETOOTH 5.3
317,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"4 puertos USB 2.0/1.12 conectores de antena SMA (2T2R)2 puertos USB 3.2 Gen 2 Tipo-A (rojo)1 x DisplayPort1 puerto HDMI 2.03 puertos USB 3.2 Gen 11 puerto USB Tipo-C, compatible con USB 3.2 Gen 2x21 puerto RJ-451 conector óptico S/PDIF OUT2 x conectores de audio"
251,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"1 x Conector USB tipo C, compatible con USB 3.2 Gen 21 conector USB 3.2 Gen 12 conectores USB 2.0/1.1"
21,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,1 x Cabezal de ventilador de CPU1 x Cabezal de ventilador de CPU de refrigeración por agua3 x Cabezales de ventilador de sistema1 x Cabezal de ventilador de sistema/bomba de refrigeración por agua2 x Cabezales de tira de LED direccionables2 x Cabezales de tira de LED RGB4 x Zócalo M.2 3 conectores6 x Conectores SATA de 6 Gb/s1 x Cabezal del panel frontal1 x Cabezal de audio del panel frontal2 x Conectores de tarjeta complementaria Thunderbolt1 x Encabezado del módulo de plataforma segura (solo para el módulo GC-TPM2.0 SPI/GC-TPM2.0 SPI 2.0)1 x Botón Q-Flash Plus1 x botón de reinicio1 x puente de reinicio1 x Puente CMOS transparente
138,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,ATX
368,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,"12.0"" x 9.6"""
266,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,1 conector de alimentación principal ATX de 24 pines2 conectores de alimentación ATX de 12 V de 8 pines
268,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Soportado
185,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,Soporte para GIGABYTE Control Center (GCC)* Las aplicaciones disponibles en GCC pueden variar según el modelo de placa base. Las funciones compatibles de cada aplicación también pueden variar en función de las especificaciones de la placa base. Compatibilidad con Q-FlashCompatibilidad con Q-Flash PlusCompatibilidad con Smart Backup
291,37b7ac2d-bf46-4915-bf5f-2aeadcc97096,13 de enero de 2023
270,5e608aa0-f047-4ab1-9301-aae4293d52d2,UF-SLIN120-1B
263,5e608aa0-f047-4ab1-9301-aae4293d52d2,1 Ventilador
227,5e608aa0-f047-4ab1-9301-aae4293d52d2,Sin controlador
292,5e608aa0-f047-4ab1-9301-aae4293d52d2,Ventilador de caja
230,5e608aa0-f047-4ab1-9301-aae4293d52d2,120 milímetros
239,5e608aa0-f047-4ab1-9301-aae4293d52d2,25 mm
